"concerncode","bedrijfsnaam","plaats","geestelijkegezondheidszorg","gehandicaptenzorg","thuiszorg","omzet","winst","personeelskostentotaal","fte","jaar","perc_winst","perc_loon","omzet_fte"
"VTHHXXKQ9K","Psy-Portaal B.V.","Amsterdam","ja",NA,NA,"357927","36728","284354",2.49,2017,10.3,79.4,143745.8
"VTPNFHLR6K","Thuiszorg Noord-Nederland (Eenmanszaak)","Amersfoort",NA,NA,"ja","49597","11196","36120",1.5,2017,22.6,72.8,33064.7
"VUJZ7RVCDZ","Transparant Next (Stichting)","LEIDEN","ja",NA,NA,"96150","-23454","46808",0.5,2017,-24.4,48.7,192300
"VW4PHE8HFN","ADHD Praktijk Pietje Bell (Stichting)","DELFT","ja",NA,NA,"492094","0","88425",2.4,2017,0,18,205039.2
"VWFNPXCMYM","De Vrolijke Zuster Thuiszorg B.V.","Amsterdam",NA,NA,"ja","135142","66640","58135",1,2017,49.3,43,135142
"W32VTLYZTY","Senszo V.O.F.","APELDOORN",NA,"ja",NA,NA,"-44350","44350",1,2017,NA,NA,NA
"W4M7SJZD6N","BLG Psychologen B.V.","GORINCHEM","ja",NA,NA,"235243","36138","162588",2.61,2017,15.4,69.1,90131.4
"W74CBNJFLR","Stichting Zorg, Onderzoek en Educatie op het gebied van de gezondheidszorg (Zoë)","Amsterdam",NA,NA,"ja","214502","-53306","143492",3.03,2017,-24.9,66.9,70792.7
"W8U5BWWZ78","Wijkzorg Zoetermeer (V.O.F.)","Zoetermeer",NA,NA,"ja","187052","104390","49432",1.3,2017,55.8,26.4,143886.2
"W96VEUJ8KW","Care by Us B.V.","Rotterdam",NA,NA,"ja","951939","303159","570251",22,2017,31.8,59.9,43270
"W99C4UK4PU","NUGGZ B.V.","'s-Gravenhage","ja",NA,NA,"0","-24070","4342",0.66,2017,-Inf,Inf,0
"W9W5JAVE8B","Chiron Zorg B.V.","'s-Gravenhage",NA,"ja",NA,"30772","30772","0",0,2017,100,0,Inf
"WB5X572Z9L","Zorgbegrip B.V.","Wormerveer",NA,NA,"ja","1061673","88935","889041",15.53,2017,8.4,83.7,68362.7
"WB957TTXQW","Wellness Praktijk Therlisana (Eenmanszaak)","ALMERE",NA,NA,"ja","345858","148223","147456",18,2017,42.9,42.6,19214.3
"WBEWQD5EWL","Woon- en Zorgcentrum Nieuw-Boschzicht B.V.","LEERSUM",NA,NA,"ja","615161","32158","384341",7.22,2017,5.2,62.5,85202.4
"WBV3EWAHE8","Veerkracht (Stichting)","UTRECHT","ja",NA,NA,"475551","-6827","471512",0,2017,-1.4,99.2,Inf
"WCTUZVN9ZM","Ambulante Zorg Op Maat B.V.","Nijkerk","ja","ja",NA,"747962","41876","582564",8.7,2017,5.6,77.9,85972.6
"WD2F9EZF44","Hand in Hand (Stichting)","ALMERE",NA,"ja",NA,"570578","35024","364879",2,2017,6.1,63.9,285289
"WD3JGP4CW4","CareFree","Enschede","ja",NA,"ja","348005","211684","84305",1.66,2017,60.8,24.2,209641.6
"WD5D2HVQP4","Clownerie en Minicircus (Stichting)","HALLUM",NA,"ja",NA,NA,NA,NA,0.45,2017,NA,NA,NA
"WD67PMDWF7","Kinderhospice ZonnaCare V.O.F.","DEN DOLDER",NA,NA,"ja","178753","21008","10230",0,2017,11.8,5.7,Inf
"WD94NUGQTB","Stichting Aksent Opvang en Ondersteuning","Oeffelt",NA,"ja",NA,"464311","4536","438626",3.86,2017,1,94.5,120287.8
"WDA62WG7NR","Zorgen Zonder Zorgen","Biddinghuizen",NA,"ja",NA,"396243","18007","274484",9,2017,4.5,69.3,44027
"WDE8XNE3ZR","Aristacura Nederland (Stichting)","Amsterdam","ja",NA,"ja","697530","311621","385909",24.05,2017,44.7,55.3,29003.3
"WDMT7DKLDQ","GGZ Scharwächter B.V.","BEMMEL","ja",NA,NA,"1181151","417911","43862",1.67,2017,35.4,3.7,707276
"WDP2NTRXX6","Parlijn Zorgorganisatie B.V.","EIBERGEN",NA,"ja",NA,"610401","-89159","610401",6.15,2017,-14.6,100,99252.2
"WDTVQCBMMS","Harmonie in hulp V.O.F.","EDE (GLD)",NA,NA,"ja","324020","86707","96442",0.4,2017,26.8,29.8,810050
"WEGB45MHBZ","Group4People (Maatschap)","Amsterdam","ja",NA,NA,"161951","78891","45002",2,2017,48.7,27.8,80975.5
"WEGFSQ27NM","Sijthoff en Van Empel B.V.","Amsterdam","ja",NA,NA,"709567","68541","520112",5.85,2017,9.7,73.3,121293.5
"WEGGRP4SXN","V.O.F. Gratefulcoaching","Groenlo","ja",NA,"ja","445973","151320","287333",6.6,2017,33.9,64.4,67571.7
"WJ5DRUR689","De Kinderboerderij (Stichting)","HILVERSUM","ja",NA,NA,"164000","7000","1e+05",4.8,2017,4.3,61,34166.7
"WJ5LDZ2Y3K","RiaggZ Parkstad B.V.","HEERLEN","ja",NA,NA,"348582","63389","204756",2.74,2017,18.2,58.7,127219.7
"WJ9ZCFDTST","Service Modern Nederland (Stichting)","AMSTERDAM ZUIDOOST",NA,NA,"ja","623782","73654","408923",11.8,2017,11.8,65.6,52862.9
"WJC4WYTVJ7","De Breedijk Hoeve V.O.F.","AMSTERDAM","ja",NA,NA,"240924","115533","0",0,2017,48,0,Inf
"WJD8Y76CQ7","TBA Zorg B.V.","WESTERHOVEN","ja",NA,NA,"368122","-21416","139657",1.4,2017,-5.8,37.9,262944.3
"WJFEJA9B3F","Jossy's Care(Eenmanszaak)","Amsterdam",NA,NA,"ja","384761","268199","102513",11,2017,69.7,26.6,34978.3
"WJGD64KGXR","Ateliers MTW (Stichting)","GRONINGEN","ja",NA,NA,"646710","32285","418998",9.01,2017,5,64.8,71776.9
"WJHCDVS8UT","QareWorkClient B.V.","VUGHT",NA,NA,"ja","0","209","0",0,2017,Inf,NA,NA
"WJRMFXPUPR","NAH Zorg Holding B.V.","OENKERK",NA,"ja",NA,"561294","-10529","266210",7.3,2017,-1.9,47.4,76889.6
"WJTUWMA88B","Medkid B.V.","BREDA",NA,NA,"ja","310817","-6331","242685",4.1,2017,-2,78.1,75809
"WKE7ADXDM4","Dani Care - wonen en zorg B.V.","Almere",NA,NA,"ja","631398","35418","525500",18,2017,5.6,83.2,35077.7
"WKJLYTFF4Z","Zorggroep Juliana (Stichting)","Utrecht",NA,NA,"ja","80017","-10056","88686",5,2017,-12.6,110.8,16003.4
"WLSFSZ55GN","PSY Drechtsteden Zorg B.V.","PUTTERSHOEK","ja",NA,NA,"391468","20317","286375",3.3,2017,5.2,73.2,118626.7
"WN7GYS6AR4","Onze Jongeren (Eenmanszaak)","Enschede","ja",NA,NA,"353303","199386","133281",2,2017,56.4,37.7,176651.5
"WN7YFKYKFM","One World Health Services B.V.","DEN HAAG","ja",NA,NA,"65251","28111","33276",2.45,2017,43.1,51,26633.1
"WNA3WL5JV8","Monarch Care B.V.","Utrecht",NA,NA,"ja","192514","18108","112678",2,2017,9.4,58.5,96257
"WNWRZ5DDHS","QLE B.V.","KRIMPEN AAN DEN IJSSEL","ja","ja",NA,"89487","18299","74871",1.9,2017,20.4,83.7,47098.4
"WPF2QDCEWK","Zuidzorg Heuvelland","Margraten",NA,NA,"ja","10309","-14278","22251",2,2017,-138.5,215.8,5154.5
"WTD57X5Q6J","Dala Zorg B.V.","Utrecht",NA,NA,"ja","368562","180145","185834",10,2017,48.9,50.4,36856.2
"WXYC9A7WD2","De Zorgkliniek (Eenmanszaak)","Amstelveen","ja",NA,NA,"579724","219464","233504",5.5,2017,37.9,40.3,105404.4
"X35TXSY5Q6","Zorg Allerlei B.V.","Beverwijk",NA,NA,"ja","438062","-103982","470924",6,2017,-23.7,107.5,73010.3
"X38HRMZSJB","Hasman Helpende Hand V.O.F.","TILBURG",NA,NA,"ja","196697","102080","23268",0.46,2017,51.9,11.8,427602.2
"X39JXFUCHQ","Coöperatie Koepel zorgcoöperaties Zuid Nederland U.A.","Beek en Donk",NA,NA,"ja",NA,NA,NA,0,2017,NA,NA,NA
"X39XSGAGP7","Maatschappelijk Zorgcentrum Haaglanden (Stichting)","DEN HAAG",NA,NA,"ja","320600","15156","174985",6.3,2017,4.7,54.6,50888.9
"X3CC4RNHGR","Het Wonderkind","Lelystad",NA,"ja",NA,"564023","258770","141489",2.06,2017,45.9,25.1,273797.6
"X3GN2GDF8G","Tim Zorg (Eenmanszaak)","NIJMEGEN",NA,"ja","ja","460498","118475","185193",5.2,2017,25.7,40.2,88557.3
"X3GTALPMA7","Verslavingszorgcentrum Care B.V.","Arnhem","ja",NA,NA,"77539","-6691","48260",1,2017,-8.6,62.2,77539
"X3LS6AJTZK","Parzival Wonen B.V.","OUDENHOORN",NA,"ja",NA,"523047","-54632","327439",9,2017,-10.4,62.6,58116.3
"X3LSFJSUS8","Dagopvang De Nostalgie B.V.","AMSTELHOEK",NA,NA,"ja","328860","56772","125935",6,2017,17.3,38.3,54810
"X3SVVDSWXL","Bethel Wonen en Zorg (Stichting)","PURMEREND",NA,NA,"ja","546397","181194","365203",5,2017,33.2,66.8,109279.4
"X3VW2V8DL6","DPC Thuiszorg B.V.","Almere",NA,NA,"ja","527517","101203","261277",10,2017,19.2,49.5,52751.7
"X3YKHMVJMR","Alertzorg en Welzijn (Stichting)","SINT-OEDENRODE",NA,NA,"ja","308118","20149","249860",5.94,2017,6.5,81.1,51871.7
"X58WT6KE4M","Zorg en Welzijn Arnhem B.V.","ARNHEM",NA,NA,"ja","499973","-12053","435634",34,2017,-2.4,87.1,14705.1
"X59CHNJZAD","Zorgboerderij De Klinkenberg V.O.F.","DOORNSPIJK",NA,"ja",NA,"171585","67070","37304",0.2,2017,39.1,21.7,857925
"X59M9N4M9A","Kibaima Zorg B.V.","Maasland",NA,NA,"ja","27430","-467","15416",2,2017,-1.7,56.2,13715
"X5YTMZ8GBQ","Woon- en Zorgvoorziening Villa De Bouwkamp (Eenmanszaak)","WARNSVELD",NA,NA,"ja","402840","86907","217892",3.35,2017,21.6,54.1,120250.7
"X9QPN7CV9G","Autismetotaal.nl (Stichting)","HELMOND","ja",NA,NA,"521772","94074","304465",4.69,2017,18,58.4,111252
"X9UBXU7GHT","Hulpvaardig (Stichting)","NIBBIXWOUD",NA,NA,"ja","227068","-117999","208251",3.97,2017,-52,91.7,57196
"XAH4L3CZWP","De Wende V.O.F.","OVERASSELT",NA,NA,"ja","517255","67245","278537",6.47,2017,13,53.8,79946.7
"XAR9RLKW9Z","Neurocaregroup Groningen (BV)","GRONINGEN","ja",NA,NA,"704497","65433","472842",4.4,2017,9.3,67.1,160113
"XATTYKGF7H","Samenwerkingsverband W. Jacobs en H.Jacobs-Blankestijn","Horssen",NA,"ja",NA,"283290","12512","195862",5.2,2017,4.4,69.1,54478.8
"XAUHSF6DBN","AyganZorg (Stichting)","EINDHOVEN",NA,NA,"ja","488137","4986","416153",8.4,2017,1,85.3,58111.5
"XCZS494W46","Psychotherapie Praktijk Velp","Arnhem","ja",NA,NA,"45984","27600","6484",0.33,2017,60,14.1,139345.5
"XDJCAPBG7V","September Twello B.V.","Twello",NA,NA,"ja","1267408","-168203","1103045",13.9,2017,-13.3,87,91180.4
"XDU5VNCYEQ","Ambulante Thuiszorg Wijkverpleging B.V.","Heerlen",NA,NA,"ja","148626","12381","127006",2,2017,8.3,85.5,74313
"XE79S2QVKT","Interzorg Regulier B.V.","ZEIST",NA,NA,"ja","646722","401","0",3.99,2017,0.1,0,162085.7
"XEPPQ7NB6S","Zorgpunt Nederland B.V.","Utrecht",NA,NA,"ja","186813","2054","117767",3,2017,1.1,63,62271
"XGPF36T2ZC","Jeugdwerk Nederland Eenmanszaak","Maassluis","ja",NA,NA,"560055","90734","267070",6.8,2017,16.2,47.7,82361
"XGQFBYKPK8","Pret in herstel (Stichting)","DEN HAAG","ja",NA,NA,"1026686","69231","433678",7.82,2017,6.7,42.2,131289.8
"XGSGJETENS","M4Care B.V.","HELLEVOETSLUIS","ja",NA,NA,"228017","27777","156377",2.73,2017,12.2,68.6,83522.7
"XGUSS7MYP8","SaBet (Stichting)","Vlaardingen","ja",NA,NA,"177489","330","0",0,2017,0.2,0,Inf
"XJZUFEQMNL","Stichting Thuiszorg SG","Arnhem",NA,NA,"ja","113338","-12579","88393",3.09,2017,-11.1,78,36679
"XKURWJPJ5R","JoKiJo (Eenmanszaak)","VALKENBURG LB","ja","ja",NA,"224603","138584","41904",1.75,2017,61.7,18.7,128344.6
"XL33ZFVZ6K","Thuiszorg Ons Thuis V.O.F.","SINT WILLEBRORD",NA,NA,"ja","510000","81000","226000",4,2017,15.9,44.3,127500
"XLAKLJAUYK","Thuiszorg Ernestine B.V.","UTRECHT",NA,NA,"ja",NA,"0","0",0,2017,NA,NA,NA
"XLD74SQ4ZB","Balans & Impuls Intensief (Stichting)","DEN HAAG","ja",NA,NA,"8640","-1824",NA,16.3,2017,-21.1,NA,530.1
"XLF7F9EZ86","Face to Face Thuisbegeleiding B.V.","BUDEL","ja",NA,NA,"545329","262459","252820",5.5,2017,48.1,46.4,99150.7
"XLGKEWT5J7","Diaphora Zorgverlening (Stichting)","VELP",NA,NA,"ja","670261","-156393","769711",12,2017,-23.3,114.8,55855.1
"XLLN8YP6QR","A&G Thuiszorgbureau V.O.F.","ROTTERDAM",NA,NA,"ja","1113222","271225","620226",9.37,2017,24.4,55.7,118807
"XLMHAF9WWR","Zorgboerderij De Willemshoeve V.O.F.","WAGENINGEN","ja",NA,NA,"289435","97339","23463",3,2017,33.6,8.1,96478.3
"XLS598DVLR","Mantelzorg en Dementie (Stichting)","AMSTERDAM",NA,NA,"ja","613125","66550","393197",6.2,2017,10.9,64.1,98891.1
"XLWNF6FGEB","Medical (Stichting)","Zaandam",NA,NA,"ja","447532","125050","291220",11,2017,27.9,65.1,40684.7
"XLX4LVUYL9","Unicum zorg (Eenmanszaak)","ROTTERDAM",NA,NA,"ja","48057","39900","0",0,2017,83,0,Inf
"XMT2R5X8SA","Pratica (Eenmanszaak)","Harmelen",NA,NA,"ja","58259","39863","2848",1.5,2017,68.4,4.9,38839.3
"XSEKHHR88H","HoRes B.V. (Handelsnaam: PELS Instituut)","AMSTERDAM","ja",NA,NA,"47530","5382","18553",0.4,2017,11.3,39,118825
"XSLWYNVNEZ","Indra, Ouderenhuisvesting Midden Nederland (Stichting)","LEUSDEN",NA,NA,"ja","367301","102948","32042",4,2017,28,8.7,91825.2
"XSU49WF9NC","Naar Huus Toe V.O.F.","HERVELD",NA,NA,"ja","310478","185433","146337",3.45,2017,59.7,47.1,89993.6
"XSXXAZQXLY","Overstag Zorg B.V.","GRONINGEN","ja","ja",NA,"436034","-43005","288000",7,2017,-9.9,66,62290.6
"XUGUSZ2P63","B.V. Landzicht Vreeland","Vreeland","ja",NA,NA,"423095","74873","263581",2.9,2017,17.7,62.3,145894.8
"XXPE3D3UW8","Cura GGZ B.V.","Arnhem","ja",NA,NA,"357628","64671","234510",9,2017,18.1,65.6,39736.4
"XXPY4ASJ3B","Jong-en-Aut (Maatschap)","ZWANENBURG","ja",NA,NA,NA,"16480","8209",0.2,2017,NA,NA,NA
"XY8LK7W42C","Tendens (Eenmanszaak)","ZEELAND","ja",NA,NA,"89884","38585","6896",1.13,2017,42.9,7.7,79543.4
"XY93NH4VBC","Thuiszorginstelling EersteklasZorg (maatschap)","ZANDVOORT",NA,NA,"ja","13948","-4577","1425",0,2017,-32.8,10.2,Inf
"XYJAFRBMQP","Zorg & Advies (Stichting)","Rotterdam",NA,NA,"ja","374053","45958","255594",4.1,2017,12.3,68.3,91232.4
"Y7KD6S8BKV","expertise centrum specialistische verpleging Arnhem e.o. (B.V)","Arnhem",NA,NA,"ja","450736","102","307658",4,2017,0,68.3,112684
"Y827PVQYN4","Zorgwacht (Stichting)","UTRECHT",NA,NA,"ja","691681","1188","568787",18,2017,0.2,82.2,38426.7
"Y88J9JG8YW","SocNed Zorg & Coaching B.V. (PSYM)","HENGELO (OV)",NA,NA,"ja","130811","-33429","134161",0.91,2017,-25.6,102.6,143748.4
"Y8EYYT58D4","Switch Care (Stichting)","Amsterdam",NA,NA,"ja","278296","37668","95222",0.52,2017,13.5,34.2,535184.6
"Y8KCNK9SPD","Sanctuary Kliniek (Stichting)","Alphen aan den Rijn","ja",NA,NA,"275664","6422","189948",6.22,2017,2.3,68.9,44319
"Y8WGRPGSUQ","Zorg+Geluk V.O.F.","ZWOLLE",NA,NA,"ja","222337","5089","203126",3,2017,2.3,91.4,74112.3
"YA2Y9RBYX7","Zorginjection Thuiszorg (Stichting)","GORINCHEM",NA,NA,"ja","442364","-6801","331932",11.8,2017,-1.5,75,37488.5
"YAFKRC2LD7","Psycho Eindhoven (Stichting)","EINDHOVEN","ja",NA,NA,"248241","12119","164401",6.85,2017,4.9,66.2,36239.6
"YAWJZCL9ZT","NeuroScan","Dordrecht","ja",NA,NA,"606194","138940","300284",5.6,2017,22.9,49.5,108248.9
"YCLDXG5ZTW","Thuiszorg Combicare (Eenmanszaak)","'s-Gravenhage",NA,NA,"ja",NA,"-75131","75131",3,2017,NA,NA,NA
"YD44X8W4NJ","hilton limburg","Elsloo",NA,NA,"ja","455765","-628","286023",8.3,2017,-0.1,62.8,54911.4
"YK3Q5UZ4EM","Allcura (Stichting)","BENTHUIZEN",NA,NA,"ja","467305","6331","425647",11.82,2017,1.4,91.1,39535.1
"YK4Y4TURV4","Dienstverleningscentrum Sidali & Partners V.O.F.","AMSTERDAM",NA,NA,"ja","124660","-32648","27456",5.89,2017,-26.2,22,21164.7
"YK939HG3X9","Thuiszorg Waalstad","Arnhem",NA,NA,"ja","784018","125157","377526",8,2017,16,48.2,98002.2
"YK9NQFE9BG","Ut Boerderieke B.V.","WIJNANDSRADE",NA,"ja",NA,"29213","-128320","27580",1,2017,-439.3,94.4,29213
"YKAQ9R66TT","BiOns Beheer (Stichting)","MARKELO",NA,"ja",NA,"323801","484","308633",5.34,2017,0.1,95.3,60636.9
"YKCLJCRRGR","Schiphouwer V.O.F.","NIJEVEEN","ja",NA,NA,"202255","146624",NA,2,2017,72.5,NA,101127.5
"YKCS3E22JB","ReVisie (Stichting)","NIEUWERBRUG AAN DEN RIJN","ja",NA,NA,"216571","402","124215",4,2017,0.2,57.4,54142.8
"YKDSLPWB66","Stichting Artidé Zorg","Wittem",NA,"ja",NA,"359515","15035","225563",6.08,2017,4.2,62.7,59130.8
"YKEB8BTT6T","Zorgboerderij Farm 4 You (Eenmanszaak)","BEEMTE BROEKLAND","ja","ja",NA,"551475","231415","175876",1,2017,42,31.9,551475
"YKJJ4NTMER","ABC Zorg (Stichting)","ECHT",NA,NA,"ja","627544","-46405","536258",12,2017,-7.4,85.5,52295.3
"YKMRB959M9","Terra Plant (Eenmanszaak)","MIDWOLDA","ja",NA,NA,"109545","19820","27619",1.2,2017,18.1,25.2,91287.5
"YKRQ42EV8K","Stichting OPIS","'s-Hertogenbosch","ja",NA,NA,"53358","3560","0",1,2017,6.7,0,53358
"YKS8MJWZQ9","Dagbesteding De Swaen V.O.F.","VEENKLOOSTER",NA,"ja",NA,"309136","168146","91588",2.2,2017,54.4,29.6,140516.4
"YKTD2E93Y8","De Zorgstede B.V.","Gouda","ja","ja",NA,"446331","341884","71429",3,2017,76.6,16,148777
"YKUFY79KWT","Het Zorgmakelaarskantoor ZIN B.V.","HEETEN",NA,NA,"ja","157606","3410","149216",16,2017,2.2,94.7,9850.4
"YKVJCWQQQT","Men Care B.V.","DEN HAAG",NA,NA,"ja","40506","2858","16330",1,2017,7.1,40.3,40506
"YKWVEQVAD6","Instituut voor Mentale Vitaliteit (Stichting)","HOF VAN TWENTE","ja",NA,NA,"624041","13245","566838",8,2017,2.1,90.8,78005.1
"YLG54UZEUE","Zorg voor Elkaar Rotterdam (Eenmanszaak)","Rotterdam",NA,NA,"ja","231617","91832","107657",2.38,2017,39.6,46.5,97318.1
"YLLNSU9R6X","Hamidzorgt (Eenmanszaak)","Amsterdam",NA,NA,"ja","104802","78900","16609",1,2017,75.3,15.8,104802
"YN2V9NWCPD","Ithaca Psychotherapiepraktijk B.V.","Amstelveen","ja",NA,NA,"701841","41823","489262",4,2017,6,69.7,175460.2
"YP9JF8UJAR","Christelijke Hulpverlening Oost-Groningen (Stichting)","Winschoten","ja",NA,NA,"205989","9547","124544",3.66,2017,4.6,60.5,56281.1
"YR76FJJPCJ","Nostram (Stichting)","Wageningen",NA,"ja",NA,"325662","-112483","301586",4.5,2017,-34.5,92.6,72369.3
"YS2SQD7XRK","MoniCare Thuis in Zorg B.V.","Pannerden",NA,NA,"ja","220325","-23815","149348",4,2017,-10.8,67.8,55081.2
"YSYA6ZBSSG","Doras (Stichting)","AMSTERDAM",NA,NA,"ja","7164882","371658","5386460",6.56,2017,5.2,75.2,1092207.6
"YT54SF48Q4","Zorgboerderij Geusje's Stee (Eenmanszaak)","Nieuwe-Tonge",NA,"ja",NA,"124627","72355","10172",3,2017,58.1,8.2,41542.3
"YTTGA8SQMG","Coöperatieve Vereniging Plicare U.A.","Gouda",NA,NA,"ja","23056283","21109387","1591913",25.17,2017,91.6,6.9,916022.4
"YV35NPBB9Q","Stichting Jolijt","Enschede",NA,"ja",NA,"282371","-32612","279983",5,2017,-11.5,99.2,56474.2
"YV6UMCWRU8","Esila Zorg","ROTTERDAM",NA,NA,"ja","609301","134475","245109",16.9,2017,22.1,40.2,36053.3
"YVBTPSAHBS","Mijn Thuiszorg B.V.","HOOGEVEEN",NA,NA,"ja","549458","-62457","572751",8.3,2017,-11.4,104.2,66199.8
"YVHB9EH2CL","Quality Care Rotterdam B.V.","ROTTERDAM","ja",NA,NA,"0","-366","0",0,2017,-Inf,NA,NA
"YVHGSGS4G8","PsySupport Groep V.O.F.","VARSSEVELD","ja",NA,NA,"0","0","0",2,2017,NA,NA,0
"YVJE2H53RL","Maatschappelijk Ondersteunings Centrum Nijmegen e.o. (Stichting)","NIJMEGEN",NA,NA,"ja","571769","63346","412270",8.5,2017,11.1,72.1,67266.9
"YVSHPBMTEL","Gezinshuis-ebode B.V.","DRONTEN",NA,"ja",NA,"367208","13869","176411",2.2,2017,3.8,48,166912.7
"YVZW7LHT4Q","Noorderlicht GGZ B.V.","GRONINGEN","ja",NA,NA,"142334","21252","107857",2.1,2017,14.9,75.8,67778.1
"YY4T5GH65B","De Droomboom (Stichting)","BLARICUM",NA,"ja",NA,"690269","18158","610156",11.52,2017,2.6,88.4,59919.2
"YY7AU8DZ9G","Zorgboerderij De Weide Blik (Stichting)","ADUARD",NA,"ja",NA,"183624","1927","152402",2.42,2017,1,83,75877.7
"YYMESDWXVG","De Buitenhof (toegelaten onder naam: Jan Verhallen) (Stichting)","Tilburg",NA,NA,"ja","321993","-21931","164316",3.8,2017,-6.8,51,84735
"YYPJELRFDK","Enzo (Stichting)","OOSTHUIZEN",NA,"ja",NA,"365391","2015","278899",5.1,2017,0.6,76.3,71645.3
"YYSPMUW4LR","EDT Maastricht (Eenmanszaak)","MAASTRICHT","ja",NA,NA,"196696","84000","83211",1.5,2017,42.7,42.3,131130.7
"Z3T8WRXZSJ","Waterlandswelzijn B.V.","Monnickendam",NA,NA,"ja","915523","89554","502152",10.3,2017,9.8,54.8,88885.7
"Z3UWCEY9SB","Sociale Ondersteunend Begeleidings Bureau V.O.F.","RIDDERKERK",NA,NA,"ja","109428","100081","0",2,2017,91.5,0,54714
"Z5UPZEUX2F","Zorgboerderij De Geijsterse Hoeve (Stichting)","Geijsteren",NA,NA,"ja","310702","164787","37980",0,2017,53,12.2,Inf
"Z98TXLVLSD","Centrum WenG (Eenmanszaak)","Neerbeek",NA,"ja",NA,"294128","129493","74994",3,2017,44,25.5,98042.7
"ZBVSZW648B","De Zorgkeien (B.V.)","Emmen",NA,NA,"ja","291809","10390","235663",15,2017,3.6,80.8,19453.9
"ZFUYDP8F3S","Netwerk Psychologen (B.V)","Leeuwarden","ja",NA,NA,"473011","-87808","448395",4.33,2017,-18.6,94.8,109240.4
"ZGPN5E8F4Z","Villa Vrolijk (Eenmanszaak)","AMSTERDAM",NA,"ja",NA,"137114","82701","31915",3,2017,60.3,23.3,45704.7
"ZL2467D24D","Diligence BV","KONINGSLUST","ja",NA,NA,NA,NA,NA,0,2017,NA,NA,NA
"ZMQ5F3KQ8A","Ararat (Eenmanszaak)","BORNE",NA,NA,"ja","354000","166141","150721",4.85,2017,46.9,42.6,72989.7
"ZQE7EVYL5D","Huis de Merwede B.V.","Sliedrecht",NA,NA,"ja","648961","-4551","436068",7.6,2017,-0.7,67.2,85389.6
"ZREB3B66NC","De Pastorie Zorg B.V.","Aarle-Rixtel",NA,NA,"ja","671440","-110531","781971",9,2017,-16.5,116.5,74604.4
"ZUDMTEA3X9","Gemakzorg V.O.F.","Doetinchem",NA,NA,"ja","240431","115","209253",4.6,2017,0,87,52267.6
"2CJEQWRMRU","De Haan Faber (V.O.F)","Huizen",NA,NA,"ja","2664854","90979","1855535",33.2,2018,3.4,69.6,80266.7
"2QVTUVPPLT","Klein Voorhout (Stichting)","BEERTA",NA,"ja",NA,"1687209","13223","1239930",20.89,2018,0.8,73.5,80766.3
"2RTZ4S8SQR","Home Instead Thuisservice Nijmegen B.V.","Nijmegen",NA,NA,"ja","3613820","202280","2819358",69,2018,5.6,78,52374.2
"2XAW2KNT47","De Amethyst (V.O.F.)","Angeren","ja","ja",NA,"1125045","333944","560822",13.95,2018,29.7,49.8,80648.4
"3538WBEPU9","Intermedicare (Stichting)","BUSSUM",NA,NA,"ja","1209512","-4281","272955",18.5,2018,-0.4,22.6,65379
"353H9Q688B","ActiVite (Stichting)","LEIDERDORP",NA,NA,"ja","94118604","4425226","73131788",1547.5,2018,4.7,77.7,60819.8
"353QTD8G7G","De ZorgZaak B.V.","HOOGEVEEN",NA,"ja","ja","20899060","1223364","16617721",371.07,2018,5.9,79.5,56321.1
"35566VNXNK","Triade-Vitree (Stichting)","LELYSTAD",NA,"ja",NA,"119999392","889459","86145224",1330.1,2018,0.7,71.8,90218.3
"3557GA5NEG","t Gerack (Stichting)","UITHUIZEN",NA,NA,"ja","9795064","-1285959","7235908",140.89,2018,-13.1,73.9,69522.8
"355RJHL7K7","Woon/zorgcentrum Het Hooge Heem (Stichting)","GROOTEGAST",NA,NA,"ja","7147734","436007","4217032",86,2018,6.1,59,83113.2
"3568ZQQZ8T","Stichting Epilepsie Instellingen Nederland (SEIN)","HOOFDDORP",NA,"ja",NA,"91774000","215000","70346000",982.9,2018,0.2,76.7,93370.6
"356QFG3BS6","Sint Jacob (Stichting)","HAARLEM",NA,NA,"ja","60970265","1843962","38691631",598.9,2018,3,63.5,101803.7
"357DN995QT","Onder Een Dak (Stichting)","MAASSLUIS","ja",NA,NA,"7560790","7066","5112899",75.69,2018,0.1,67.6,99891.5
"35AZ2ATKEB","Karakter (Stichting)","EDE GLD","ja",NA,NA,"68746549","457803","56242595",762,2018,0.7,81.8,90218.6
"35BFRKNZT6","Lentis (Stichting)","ZUIDLAREN","ja",NA,"ja","242200131","3832646","185844183",2888.26,2018,1.6,76.7,83856.8
"35EUN6TSD7","Zorggroep Noord- en Midden-Limburg / De Zorggroep (Stichting)","VENLO",NA,NA,"ja","250839297","8922788","181995514",3265.89,2018,3.6,72.6,76805.8
"35JNLHT62G","Maatschappelijke Opvang Helmond en omgeving (Stichting)","HELMOND",NA,"ja",NA,"7585905","340745","4858684",98.08,2018,4.5,64,77344.1
"35KJTLMAB6","SIG, organisatie voor ondersteuning van mensen met een beperking (Stichting)","BEVERWIJK",NA,"ja",NA,"21723190","253100","14536107",285.8,2018,1.2,66.9,76008.4
"35LWLRPUH6","Sara (Stichting)","AMSTERDAM",NA,NA,"ja","629299","3500","610421",0,2018,0.6,97,Inf
